,answer,left_method,participant,right_method,test_case
3626,clear,clear,3674fa4b-b746-431b-ba3c-26d75f300c9b,zhang,4633306112
3627,clear,ifgsm,3674fa4b-b746-431b-ba3c-26d75f300c9b,clear,10880314705
3628,clear,clear,3674fa4b-b746-431b-ba3c-26d75f300c9b,ifgsm,10880314705
3629,clear,zhang,3674fa4b-b746-431b-ba3c-26d75f300c9b,clear,10880314705
3630,clear,stadv,3674fa4b-b746-431b-ba3c-26d75f300c9b,clear,2640025600
3631,good,bad,3674fa4b-b746-431b-ba3c-26d75f300c9b,good,v2
3632,clear,zhang,3674fa4b-b746-431b-ba3c-26d75f300c9b,clear,4633306112
3633,korhonen,stadv,3674fa4b-b746-431b-ba3c-26d75f300c9b,korhonen,6995068299
3634,fmgoat,fmgoat,3674fa4b-b746-431b-ba3c-26d75f300c9b,korhonen,10880314705
3635,korhonen,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,zhang,10880314705
3636,fmgoat,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,fmgoat,10880314705
3637,korhonen,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,zhang,10880314705
3638,zhang,zhang,42a6c0b8-4f61-4625-891b-31de3d489f1a,ifgsm,10880314705
3639,good,bad,42a6c0b8-4f61-4625-891b-31de3d489f1a,good,v2
3640,zhang,zhang,42a6c0b8-4f61-4625-891b-31de3d489f1a,ifgsm,10880314705
3641,zhang,zhang,42a6c0b8-4f61-4625-891b-31de3d489f1a,ifgsm,10880314705
3642,fmgoat,fmgoat,42a6c0b8-4f61-4625-891b-31de3d489f1a,korhonen,10880314705
3643,clear,ifgsm,42a6c0b8-4f61-4625-891b-31de3d489f1a,clear,10880314705
3644,good,bad,42a6c0b8-4f61-4625-891b-31de3d489f1a,good,v6
3645,korhonen,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,zhang,10880314705
3646,korhonen,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,zhang,10880314705
3647,korhonen,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,zhang,10880314705
3648,good,good,42a6c0b8-4f61-4625-891b-31de3d489f1a,bad,v3
3649,fmgoat,fmgoat,42a6c0b8-4f61-4625-891b-31de3d489f1a,korhonen,10880314705
3650,korhonen,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,stadv,6995068299
3651,fmgoat,fmgoat,42a6c0b8-4f61-4625-891b-31de3d489f1a,korhonen,10880314705
3652,korhonen,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,zhang,10880314705
3653,fmgoat,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,fmgoat,10880314705
3654,korhonen,zhang,42a6c0b8-4f61-4625-891b-31de3d489f1a,korhonen,10880314705
3655,korhonen,stadv,42a6c0b8-4f61-4625-891b-31de3d489f1a,korhonen,4633306112
3656,clear,zhang,42a6c0b8-4f61-4625-891b-31de3d489f1a,clear,10880314705
3657,clear,clear,42a6c0b8-4f61-4625-891b-31de3d489f1a,zhang,4633306112
3658,korhonen,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,zhang,10880314705
3659,korhonen,korhonen,42a6c0b8-4f61-4625-891b-31de3d489f1a,stadv,6995068299
3660,,clear,a635ba55-c6dc-4c3a-b020-9c634d045107,fmgoat,6027104916
3661,korhonen,stadv,a635ba55-c6dc-4c3a-b020-9c634d045107,korhonen,3567613299
3662,clear,korhonen,a635ba55-c6dc-4c3a-b020-9c634d045107,clear,2909358760
3663,korhonen,stadv,a635ba55-c6dc-4c3a-b020-9c634d045107,korhonen,5130906829
3664,ifgsm,ifgsm,a635ba55-c6dc-4c3a-b020-9c634d045107,stadv,2580252988
3665,zhang,ifgsm,a635ba55-c6dc-4c3a-b020-9c634d045107,zhang,9469622762
3666,zhang,stadv,a635ba55-c6dc-4c3a-b020-9c634d045107,zhang,7160553409
3667,fmgoat,fmgoat,a635ba55-c6dc-4c3a-b020-9c634d045107,ifgsm,6077930890
3668,fmgoat,korhonen,a635ba55-c6dc-4c3a-b020-9c634d045107,fmgoat,2612353606
3669,good,good,a635ba55-c6dc-4c3a-b020-9c634d045107,bad,v5
3670,clear,zhang,a635ba55-c6dc-4c3a-b020-9c634d045107,clear,4107566763
3671,korhonen,korhonen,a635ba55-c6dc-4c3a-b020-9c634d045107,stadv,10880314705
3672,clear,clear,a635ba55-c6dc-4c3a-b020-9c634d045107,zhang,4796228876
3673,ifgsm,ifgsm,a635ba55-c6dc-4c3a-b020-9c634d045107,zhang,2640025600
3674,korhonen,zhang,a635ba55-c6dc-4c3a-b020-9c634d045107,korhonen,8179375247
3675,good,bad,a635ba55-c6dc-4c3a-b020-9c634d045107,good,v2
3676,clear,zhang,a635ba55-c6dc-4c3a-b020-9c634d045107,clear,4842717407
3677,clear,korhonen,a635ba55-c6dc-4c3a-b020-9c634d045107,clear,9716988368
3678,fmgoat,stadv,a635ba55-c6dc-4c3a-b020-9c634d045107,fmgoat,4598385226
3679,zhang,stadv,a635ba55-c6dc-4c3a-b020-9c634d045107,zhang,5494503911
3680,zhang,stadv,a635ba55-c6dc-4c3a-b020-9c634d045107,zhang,9214795039
3681,fmgoat,fmgoat,a635ba55-c6dc-4c3a-b020-9c634d045107,stadv,8348001072
3682,korhonen,stadv,a635ba55-c6dc-4c3a-b020-9c634d045107,korhonen,9463363154
3683,ifgsm,ifgsm,a635ba55-c6dc-4c3a-b020-9c634d045107,stadv,5906203942
3684,good,good,a635ba55-c6dc-4c3a-b020-9c634d045107,bad,v4
3685,fmgoat,fmgoat,2a2ef774-1358-4335-a716-59dbbd1c420c,zhang,4424481742
3686,,korhonen,2a2ef774-1358-4335-a716-59dbbd1c420c,zhang,9469622762
3687,good,bad,2a2ef774-1358-4335-a716-59dbbd1c420c,good,v6
3688,clear,zhang,2a2ef774-1358-4335-a716-59dbbd1c420c,clear,4796228876
3689,fmgoat,stadv,2a2ef774-1358-4335-a716-59dbbd1c420c,fmgoat,4107566763
3690,clear,clear,2a2ef774-1358-4335-a716-59dbbd1c420c,fmgoat,6285601097
3691,zhang,zhang,2a2ef774-1358-4335-a716-59dbbd1c420c,stadv,3567613299
3692,korhonen,stadv,2a2ef774-1358-4335-a716-59dbbd1c420c,korhonen,3309384812
3693,good,bad,2a2ef774-1358-4335-a716-59dbbd1c420c,good,v6
3694,clear,clear,2a2ef774-1358-4335-a716-59dbbd1c420c,stadv,5906203942
3695,clear,clear,2a2ef774-1358-4335-a716-59dbbd1c420c,zhang,4519546786
3696,good,good,2a2ef774-1358-4335-a716-59dbbd1c420c,bad,v1
3697,fmgoat,fmgoat,2a2ef774-1358-4335-a716-59dbbd1c420c,clear,9463363154
3698,fmgoat,stadv,2a2ef774-1358-4335-a716-59dbbd1c420c,fmgoat,6077930890
3699,korhonen,zhang,2a2ef774-1358-4335-a716-59dbbd1c420c,korhonen,8597381500
3700,korhonen,korhonen,2a2ef774-1358-4335-a716-59dbbd1c420c,fmgoat,8351568109
3701,fmgoat,fmgoat,2a2ef774-1358-4335-a716-59dbbd1c420c,korhonen,7160553409
3702,,korhonen,09fec0ee-d305-4150-a1f1-545c1d00f1f1,fmgoat,4107566763
3703,zhang,stadv,09fec0ee-d305-4150-a1f1-545c1d00f1f1,zhang,2909358760
3704,clear,fmgoat,09fec0ee-d305-4150-a1f1-545c1d00f1f1,clear,8597381500
3705,clear,zhang,09fec0ee-d305-4150-a1f1-545c1d00f1f1,clear,9463363154
3706,clear,clear,09fec0ee-d305-4150-a1f1-545c1d00f1f1,zhang,7160553409
3707,good,bad,09fec0ee-d305-4150-a1f1-545c1d00f1f1,good,v7
3708,clear,stadv,09fec0ee-d305-4150-a1f1-545c1d00f1f1,clear,5130906829
3709,clear,zhang,09fec0ee-d305-4150-a1f1-545c1d00f1f1,clear,3309384812
3710,,korhonen,09fec0ee-d305-4150-a1f1-545c1d00f1f1,zhang,9214795039
3711,korhonen,korhonen,09fec0ee-d305-4150-a1f1-545c1d00f1f1,zhang,4796228876
3712,fmgoat,korhonen,09fec0ee-d305-4150-a1f1-545c1d00f1f1,fmgoat,9716988368
3713,fmgoat,zhang,09fec0ee-d305-4150-a1f1-545c1d00f1f1,fmgoat,5906203942
3714,zhang,zhang,09fec0ee-d305-4150-a1f1-545c1d00f1f1,stadv,4842717407
3715,clear,clear,09fec0ee-d305-4150-a1f1-545c1d00f1f1,zhang,6285601097
3716,,fmgoat,09fec0ee-d305-4150-a1f1-545c1d00f1f1,zhang,2580252988
3717,good,bad,09fec0ee-d305-4150-a1f1-545c1d00f1f1,good,v1
3718,clear,stadv,09fec0ee-d305-4150-a1f1-545c1d00f1f1,clear,4633306112
3719,good,good,09fec0ee-d305-4150-a1f1-545c1d00f1f1,bad,v3
3720,clear,clear,09fec0ee-d305-4150-a1f1-545c1d00f1f1,fmgoat,4519546786
3721,fmgoat,fmgoat,289d0096-4b26-47ec-91f8-87b37f79451f,stadv,4107566763
3722,clear,clear,289d0096-4b26-47ec-91f8-87b37f79451f,stadv,5906203942
3723,fmgoat,fmgoat,289d0096-4b26-47ec-91f8-87b37f79451f,zhang,4424481742
3724,korhonen,korhonen,289d0096-4b26-47ec-91f8-87b37f79451f,fmgoat,8351568109
3725,fmgoat,fmgoat,289d0096-4b26-47ec-91f8-87b37f79451f,stadv,4633306112
3726,good,bad,289d0096-4b26-47ec-91f8-87b37f79451f,good,v4
3727,clear,korhonen,289d0096-4b26-47ec-91f8-87b37f79451f,clear,9716988368
3728,clear,clear,289d0096-4b26-47ec-91f8-87b37f79451f,fmgoat,4842717407
3729,stadv,korhonen,289d0096-4b26-47ec-91f8-87b37f79451f,stadv,3309384812
3730,fmgoat,fmgoat,289d0096-4b26-47ec-91f8-87b37f79451f,stadv,6077930890
3731,clear,stadv,289d0096-4b26-47ec-91f8-87b37f79451f,clear,8597381500
3732,fmgoat,zhang,289d0096-4b26-47ec-91f8-87b37f79451f,fmgoat,7160553409
3733,korhonen,korhonen,289d0096-4b26-47ec-91f8-87b37f79451f,zhang,2580252988
3734,good,good,289d0096-4b26-47ec-91f8-87b37f79451f,bad,v4
3735,clear,clear,289d0096-4b26-47ec-91f8-87b37f79451f,fmgoat,3567613299
3736,korhonen,zhang,289d0096-4b26-47ec-91f8-87b37f79451f,korhonen,9469622762
3737,clear,zhang,289d0096-4b26-47ec-91f8-87b37f79451f,clear,4796228876
3738,fmgoat,clear,289d0096-4b26-47ec-91f8-87b37f79451f,fmgoat,6027104916
3739,good,good,289d0096-4b26-47ec-91f8-87b37f79451f,bad,v4
3740,good,bad,4b7ee35a-37ef-4865-af77-732393f9dc16,good,v5
3741,fmgoat,fmgoat,4b7ee35a-37ef-4865-af77-732393f9dc16,stadv,4633306112
3742,good,bad,4b7ee35a-37ef-4865-af77-732393f9dc16,good,v4
3743,clear,clear,4b7ee35a-37ef-4865-af77-732393f9dc16,fmgoat,7160553409
3744,fmgoat,fmgoat,4b7ee35a-37ef-4865-af77-732393f9dc16,korhonen,6077930890
3745,fmgoat,fmgoat,4b7ee35a-37ef-4865-af77-732393f9dc16,zhang,9716988368
3746,clear,zhang,4b7ee35a-37ef-4865-af77-732393f9dc16,clear,8351568109
3747,clear,clear,4b7ee35a-37ef-4865-af77-732393f9dc16,fmgoat,4842717407
3748,fmgoat,fmgoat,4b7ee35a-37ef-4865-af77-732393f9dc16,zhang,5130906829
3749,clear,korhonen,4b7ee35a-37ef-4865-af77-732393f9dc16,clear,9469622762
3750,zhang,zhang,4b7ee35a-37ef-4865-af77-732393f9dc16,stadv,5906203942
3751,korhonen,zhang,4b7ee35a-37ef-4865-af77-732393f9dc16,korhonen,3567613299
3752,good,bad,4b7ee35a-37ef-4865-af77-732393f9dc16,good,v5
3753,korhonen,korhonen,4b7ee35a-37ef-4865-af77-732393f9dc16,zhang,6285601097
3754,zhang,zhang,4b7ee35a-37ef-4865-af77-732393f9dc16,fmgoat,8597381500
3755,clear,clear,4b7ee35a-37ef-4865-af77-732393f9dc16,stadv,4424481742
3756,zhang,fmgoat,4b7ee35a-37ef-4865-af77-732393f9dc16,zhang,4107566763
3757,clear,zhang,b474a7ac-032a-4de8-952a-d9c1bde187a5,clear,8179375247
3758,fmgoat,stadv,b474a7ac-032a-4de8-952a-d9c1bde187a5,fmgoat,5906203942
3759,korhonen,korhonen,b474a7ac-032a-4de8-952a-d9c1bde187a5,zhang,6285601097
3760,good,bad,b474a7ac-032a-4de8-952a-d9c1bde187a5,good,v2
3761,clear,clear,b474a7ac-032a-4de8-952a-d9c1bde187a5,korhonen,9469622762
3762,fmgoat,korhonen,b474a7ac-032a-4de8-952a-d9c1bde187a5,fmgoat,6077930890
3763,fmgoat,fmgoat,b474a7ac-032a-4de8-952a-d9c1bde187a5,zhang,5130906829
3764,clear,clear,b474a7ac-032a-4de8-952a-d9c1bde187a5,stadv,4424481742
3765,fmgoat,fmgoat,b474a7ac-032a-4de8-952a-d9c1bde187a5,stadv,9214795039
3766,good,bad,b474a7ac-032a-4de8-952a-d9c1bde187a5,good,v7
3767,clear,clear,b474a7ac-032a-4de8-952a-d9c1bde187a5,fmgoat,4842717407
3768,fmgoat,fmgoat,b474a7ac-032a-4de8-952a-d9c1bde187a5,stadv,7160553409
3769,good,good,b474a7ac-032a-4de8-952a-d9c1bde187a5,bad,v7
3770,fmgoat,stadv,b474a7ac-032a-4de8-952a-d9c1bde187a5,fmgoat,4633306112
3771,fmgoat,fmgoat,b474a7ac-032a-4de8-952a-d9c1bde187a5,zhang,9716988368
3772,clear,clear,b474a7ac-032a-4de8-952a-d9c1bde187a5,fmgoat,2909358760
3773,clear,clear,b474a7ac-032a-4de8-952a-d9c1bde187a5,zhang,8351568109
3774,fmgoat,korhonen,137d0bd3-6c73-453a-b046-f76c563a7621,fmgoat,4633306112
3775,clear,clear,137d0bd3-6c73-453a-b046-f76c563a7621,stadv,4424481742
3776,,zhang,137d0bd3-6c73-453a-b046-f76c563a7621,fmgoat,4107566763
3777,fmgoat,stadv,137d0bd3-6c73-453a-b046-f76c563a7621,fmgoat,5906203942
3778,fmgoat,zhang,137d0bd3-6c73-453a-b046-f76c563a7621,fmgoat,5130906829
3779,,zhang,137d0bd3-6c73-453a-b046-f76c563a7621,korhonen,6285601097
3780,korhonen,zhang,137d0bd3-6c73-453a-b046-f76c563a7621,korhonen,3567613299
3781,clear,clear,137d0bd3-6c73-453a-b046-f76c563a7621,korhonen,9214795039
3782,clear,korhonen,137d0bd3-6c73-453a-b046-f76c563a7621,clear,9469622762
3783,zhang,fmgoat,137d0bd3-6c73-453a-b046-f76c563a7621,zhang,8597381500
3784,clear,clear,137d0bd3-6c73-453a-b046-f76c563a7621,fmgoat,4842717407
3785,good,bad,137d0bd3-6c73-453a-b046-f76c563a7621,good,v1
3786,good,bad,137d0bd3-6c73-453a-b046-f76c563a7621,good,v6
3787,fmgoat,fmgoat,137d0bd3-6c73-453a-b046-f76c563a7621,korhonen,6077930890
3788,clear,zhang,137d0bd3-6c73-453a-b046-f76c563a7621,clear,8351568109
3789,clear,zhang,137d0bd3-6c73-453a-b046-f76c563a7621,clear,8179375247
3790,good,bad,137d0bd3-6c73-453a-b046-f76c563a7621,good,v2
3791,clear,zhang,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,clear,8351568109
3792,good,bad,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,good,v2
3793,clear,zhang,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,clear,8179375247
3794,zhang,fmgoat,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,zhang,5130906829
3795,fmgoat,fmgoat,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,stadv,4633306112
3796,clear,korhonen,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,clear,9469622762
3797,clear,stadv,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,clear,4424481742
3798,zhang,fmgoat,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,zhang,4107566763
3799,clear,clear,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,zhang,4842717407
3800,fmgoat,fmgoat,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,stadv,5906203942
3801,good,good,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,bad,v5
3802,clear,clear,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,korhonen,9214795039
3803,fmgoat,fmgoat,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,korhonen,6285601097
3804,good,good,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,bad,v2
3805,fmgoat,korhonen,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,fmgoat,6077930890
3806,fmgoat,fmgoat,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,zhang,9716988368
3807,clear,korhonen,8ec4205f-47cc-4da1-b2ac-67c412d0e43a,clear,8597381500
3808,clear,zhang,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,clear,8351568109
3809,good,bad,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,good,v2
3810,clear,clear,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,fmgoat,4842717407
3811,good,bad,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,good,v2
3812,korhonen,zhang,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,korhonen,3567613299
3813,clear,stadv,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,clear,4424481742
3814,fmgoat,fmgoat,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,clear,2909358760
3815,clear,clear,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,stadv,9469622762
3816,fmgoat,fmgoat,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,stadv,9214795039
3817,fmgoat,fmgoat,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,korhonen,4633306112
3818,clear,zhang,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,clear,8179375247
3819,fmgoat,zhang,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,fmgoat,9716988368
3820,good,bad,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,good,v7
3821,clear,clear,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,korhonen,8597381500
3822,fmgoat,zhang,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,fmgoat,4107566763
3823,zhang,stadv,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,zhang,5906203942
3824,fmgoat,zhang,b8e5f93c-5053-4503-a49d-1bfbe68cc8a2,fmgoat,5130906829
3825,clear,clear,7ea904d9-2148-484a-89bd-27d867178d0b,korhonen,9214795039
3826,fmgoat,fmgoat,7ea904d9-2148-484a-89bd-27d867178d0b,stadv,4633306112
3827,clear,clear,7ea904d9-2148-484a-89bd-27d867178d0b,korhonen,8597381500
3828,zhang,zhang,7ea904d9-2148-484a-89bd-27d867178d0b,fmgoat,4107566763
3829,fmgoat,stadv,7ea904d9-2148-484a-89bd-27d867178d0b,fmgoat,7160553409
3830,clear,clear,7ea904d9-2148-484a-89bd-27d867178d0b,zhang,8351568109
3831,good,bad,7ea904d9-2148-484a-89bd-27d867178d0b,good,v2
3832,korhonen,korhonen,7ea904d9-2148-484a-89bd-27d867178d0b,zhang,3567613299
3833,good,good,7ea904d9-2148-484a-89bd-27d867178d0b,bad,v6
3834,fmgoat,stadv,7ea904d9-2148-484a-89bd-27d867178d0b,fmgoat,5906203942
3835,fmgoat,fmgoat,7ea904d9-2148-484a-89bd-27d867178d0b,zhang,9716988368
3836,korhonen,korhonen,7ea904d9-2148-484a-89bd-27d867178d0b,fmgoat,6077930890
3837,clear,stadv,7ea904d9-2148-484a-89bd-27d867178d0b,clear,9469622762
3838,clear,fmgoat,7ea904d9-2148-484a-89bd-27d867178d0b,clear,4842717407
3839,fmgoat,korhonen,7ea904d9-2148-484a-89bd-27d867178d0b,fmgoat,6285601097
3840,good,bad,7ea904d9-2148-484a-89bd-27d867178d0b,good,v4
3841,clear,clear,7ea904d9-2148-484a-89bd-27d867178d0b,stadv,4424481742
3842,fmgoat,zhang,d5e2126a-4811-48db-8bf2-e137e56aade3,fmgoat,9716988368
3843,good,bad,d5e2126a-4811-48db-8bf2-e137e56aade3,good,v4
3844,zhang,zhang,d5e2126a-4811-48db-8bf2-e137e56aade3,fmgoat,8597381500
3845,clear,stadv,d5e2126a-4811-48db-8bf2-e137e56aade3,clear,9469622762
3846,clear,fmgoat,d5e2126a-4811-48db-8bf2-e137e56aade3,clear,4842717407
3847,korhonen,zhang,d5e2126a-4811-48db-8bf2-e137e56aade3,korhonen,3567613299
3848,,fmgoat,d5e2126a-4811-48db-8bf2-e137e56aade3,clear,7160553409
3849,fmgoat,fmgoat,d5e2126a-4811-48db-8bf2-e137e56aade3,korhonen,6077930890
3850,clear,clear,d5e2126a-4811-48db-8bf2-e137e56aade3,stadv,4424481742
3851,fmgoat,fmgoat,d5e2126a-4811-48db-8bf2-e137e56aade3,korhonen,6285601097
3852,fmgoat,stadv,d5e2126a-4811-48db-8bf2-e137e56aade3,fmgoat,9214795039
3853,fmgoat,fmgoat,d5e2126a-4811-48db-8bf2-e137e56aade3,korhonen,4633306112
3854,good,bad,d5e2126a-4811-48db-8bf2-e137e56aade3,good,v2
3855,good,good,d5e2126a-4811-48db-8bf2-e137e56aade3,bad,v2
3856,zhang,fmgoat,d5e2126a-4811-48db-8bf2-e137e56aade3,zhang,5130906829
3857,zhang,fmgoat,d5e2126a-4811-48db-8bf2-e137e56aade3,zhang,4107566763
3858,clear,clear,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,korhonen,9214795039
3859,zhang,stadv,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,zhang,5906203942
3860,good,bad,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,good,v6
3861,clear,clear,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,zhang,8179375247
3862,korhonen,korhonen,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,zhang,3567613299
3863,fmgoat,korhonen,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,fmgoat,6285601097
3864,good,bad,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,good,v3
3865,fmgoat,zhang,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,fmgoat,5130906829
3866,good,good,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,bad,v7
3867,fmgoat,fmgoat,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,stadv,7160553409
3868,fmgoat,zhang,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,fmgoat,4107566763
3869,clear,stadv,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,clear,4424481742
3870,clear,korhonen,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,clear,8597381500
3871,clear,zhang,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,clear,8351568109
3872,clear,zhang,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,clear,4842717407
3873,clear,clear,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,korhonen,9469622762
3874,fmgoat,stadv,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,fmgoat,4633306112
3875,,clear,d0b51d14-8e57-4bb2-b1a7-15fd966a8c74,fmgoat,2909358760
3876,,fmgoat,63a43335-220a-4eab-b73b-d89ba2fcb024,stadv,9214795039
3877,korhonen,zhang,63a43335-220a-4eab-b73b-d89ba2fcb024,korhonen,3567613299
3878,zhang,zhang,63a43335-220a-4eab-b73b-d89ba2fcb024,stadv,5906203942
3879,good,bad,63a43335-220a-4eab-b73b-d89ba2fcb024,good,v3
3880,fmgoat,stadv,63a43335-220a-4eab-b73b-d89ba2fcb024,fmgoat,4633306112
3881,clear,stadv,63a43335-220a-4eab-b73b-d89ba2fcb024,clear,4424481742
3882,good,good,63a43335-220a-4eab-b73b-d89ba2fcb024,bad,v3
3883,clear,fmgoat,63a43335-220a-4eab-b73b-d89ba2fcb024,clear,4842717407
3884,clear,korhonen,63a43335-220a-4eab-b73b-d89ba2fcb024,clear,8597381500
3885,clear,zhang,63a43335-220a-4eab-b73b-d89ba2fcb024,clear,8351568109
3886,good,good,63a43335-220a-4eab-b73b-d89ba2fcb024,bad,v7
3887,zhang,fmgoat,63a43335-220a-4eab-b73b-d89ba2fcb024,zhang,4107566763
3888,fmgoat,fmgoat,63a43335-220a-4eab-b73b-d89ba2fcb024,zhang,9716988368
3889,fmgoat,fmgoat,63a43335-220a-4eab-b73b-d89ba2fcb024,korhonen,6077930890
3890,clear,clear,63a43335-220a-4eab-b73b-d89ba2fcb024,korhonen,9469622762
3891,,zhang,63a43335-220a-4eab-b73b-d89ba2fcb024,fmgoat,5130906829
3892,clear,clear,86418385-b9d0-41fb-8151-7d29ce12a8e9,zhang,8351568109
3893,clear,stadv,86418385-b9d0-41fb-8151-7d29ce12a8e9,clear,9469622762
3894,clear,korhonen,86418385-b9d0-41fb-8151-7d29ce12a8e9,clear,8597381500
3895,fmgoat,korhonen,86418385-b9d0-41fb-8151-7d29ce12a8e9,fmgoat,6077930890
3896,clear,fmgoat,86418385-b9d0-41fb-8151-7d29ce12a8e9,clear,2909358760
3897,good,good,86418385-b9d0-41fb-8151-7d29ce12a8e9,bad,v3
3898,korhonen,zhang,86418385-b9d0-41fb-8151-7d29ce12a8e9,korhonen,6285601097
3899,fmgoat,stadv,86418385-b9d0-41fb-8151-7d29ce12a8e9,fmgoat,7160553409
3900,korhonen,zhang,86418385-b9d0-41fb-8151-7d29ce12a8e9,korhonen,3567613299
3901,clear,stadv,86418385-b9d0-41fb-8151-7d29ce12a8e9,clear,4424481742
3902,fmgoat,stadv,86418385-b9d0-41fb-8151-7d29ce12a8e9,fmgoat,4633306112
3903,good,good,86418385-b9d0-41fb-8151-7d29ce12a8e9,bad,v4
3904,fmgoat,zhang,86418385-b9d0-41fb-8151-7d29ce12a8e9,fmgoat,9716988368
3905,clear,clear,86418385-b9d0-41fb-8151-7d29ce12a8e9,korhonen,9214795039
3906,fmgoat,stadv,86418385-b9d0-41fb-8151-7d29ce12a8e9,fmgoat,5906203942
3907,good,bad,86418385-b9d0-41fb-8151-7d29ce12a8e9,good,v2
3908,clear,fmgoat,86418385-b9d0-41fb-8151-7d29ce12a8e9,clear,4842717407
3909,,zhang,86418385-b9d0-41fb-8151-7d29ce12a8e9,fmgoat,5130906829
3910,good,bad,ac7b369d-0963-4da4-8244-a165113fc0ac,good,v5
3911,fmgoat,fmgoat,ac7b369d-0963-4da4-8244-a165113fc0ac,korhonen,4633306112
3912,clear,stadv,ac7b369d-0963-4da4-8244-a165113fc0ac,clear,4424481742
3913,fmgoat,zhang,ac7b369d-0963-4da4-8244-a165113fc0ac,fmgoat,8597381500
3914,clear,zhang,ac7b369d-0963-4da4-8244-a165113fc0ac,clear,8351568109
3915,korhonen,korhonen,ac7b369d-0963-4da4-8244-a165113fc0ac,zhang,3567613299
3916,fmgoat,zhang,ac7b369d-0963-4da4-8244-a165113fc0ac,fmgoat,5130906829
3917,good,bad,ac7b369d-0963-4da4-8244-a165113fc0ac,good,v6
3918,fmgoat,fmgoat,ac7b369d-0963-4da4-8244-a165113fc0ac,stadv,5906203942
3919,fmgoat,fmgoat,ac7b369d-0963-4da4-8244-a165113fc0ac,zhang,9716988368
3920,fmgoat,stadv,ac7b369d-0963-4da4-8244-a165113fc0ac,fmgoat,7160553409
3921,fmgoat,zhang,ac7b369d-0963-4da4-8244-a165113fc0ac,fmgoat,4107566763
3922,good,good,ac7b369d-0963-4da4-8244-a165113fc0ac,bad,v2
3923,clear,stadv,ac7b369d-0963-4da4-8244-a165113fc0ac,clear,9469622762
3924,fmgoat,fmgoat,ac7b369d-0963-4da4-8244-a165113fc0ac,korhonen,6285601097
